coder,volume_id,descriptive_title,full_description,n_files,thumbnail,investigator_1_lastname,investigator_1_party_id,sharing_level,funding_listed,comments
ars,627,no,no,27,no,jaswal,1117,overview,no,
ars,628,no,no,25,no,vishton,60,overview,no,
ars,629,no,no,18,no,vishton,60,overview,no,
ars,630,yes,no,0,no,cole,3225,private,no,
ars,631,no,no,1,no,vishton,60,overview,no,
ars,632,no,no,27,no,jaswal,1117,overview,no,
ars,633,no,no,6,no,jaswal,1117,overview,no,
ars,634,no,no,34,no,jaswal,1117,overview,no,
ars,635,no,no,12,no,jaswal,1117,overview,no,
ars,636,no,no,25,no,jaswal,1117,overview,no,
ars,637,no,no,39,no,jaswal,1117,overview,no,
ars,638,no,no,76,no,jaswal,1117,overview,no,
ars,639,no,no,32,no,jaswal,1117,overview,no,
ars,640,no,no,71,no,jaswal,1117,overview,no,
ars,641,no,no,6,no,jaswal,1117,overview,no,
ars,642,no,no,44,no,jaswal,1117,overview,no,
ars,643,no,no,10,no,jaswal,1117,overview,no,
ars,644,yes,no,9,no,foster-hanson,3121,entire,no,"similar to an article abstract, not data description; osf link"
ars,645,no,no,45,no,needham ,118,overview,no,
ars,646,yes,no,0,no,rhodes,277,overview,no,"similar to an article abstract, not data description"
ars,647,yes,no,16,no,braun,3830,entire,no,description missing what the video is actually of
ars,648,yes,no,0,no,scott,2653,overview,no,display for EEG?
ars,649,no,no,2,no,jaswal,1117,overview,no,
ars,650,no,no,8,no,jaswal,1117,overview,no,
ars,651,no,no,17,no,jaswal,1117,overview,no,error in age entry
ars,652,yes,yes,10,no,brandone,331,private,no,"shared files, but private volume"
ars,653,no,yes,44,no,bergelson,61,entire,yes,
ars,654,no,no,19,no,jaswal,1117,overview,no,
ars,655,no,no,9,no,jaswal,1117,overview,no,
ars,656,no,no,21,no,jaswal,1117,overview,no,
ars,657,no,no,19,no,jaswal,1117,overview,no,
ars,658,no,no,8,no,jaswal,1117,overview,no,
ars,659,no,no,17,no,jaswal,1117,overview,no,
ars,660,no,no,16,no,jaswal,1117,overview,no,
ars,661,no,no,18,no,jaswal,1117,overview,no,
ars,662,no,no,0,no,jaswal,1117,overview,no,
ars,663,no,no,15,no,jaswal,1117,overview,no,
ars,664,no,no,12,no,jaswal,1117,overview,no,
ars,665,yes,yes,26,no,merry,3854,overview,no,
ars,666,no,yes,44,no,bergelson,61,entire,yes,
svp,667,no,yes,44,no,bergelson,61,entire,yes,
svp,668,no,yes,43,no,bergelson,61,entire,yes,
svp,669,no,yes,42,no,bergelson,61,entire,yes,
svp,670,no,yes,43,no,bergelson,61,entire,yes,
svp,671,no,no,37,no,trehub,2854,entire,no,
svp,672,no,no,23,no,jaswal,1117,overview,no,
svp,673,no,no,17,no,jaswal,1117,overview,no,
svp,674,no,no,0,no,cole,3225,private,no,
svp,675,NA,NA,NA,NA,,,404 Not Found,NA,
svp,676,NA,NA,NA,NA,,,404 Not Found,NA,
svp,677,NA,NA,NA,NA,,,404 Not Found,NA,
svp,678,NA,NA,NA,NA,,,404 Not Found,NA,
svp,679,NA,NA,NA,NA,,,404 Not Found,NA,
svp,680,NA,NA,NA,NA,,,404 Not Found,NA,
svp,681,NA,NA,NA,NA,,,404 Not Found,NA,
svp,682,NA,NA,NA,NA,,,404 Not Found,NA,
svp,683,NA,NA,NA,NA,,,404 Not Found,NA,
svp,684,NA,NA,NA,NA,,,404 Not Found,NA,
svp,685,NA,NA,NA,NA,,,404 Not Found,NA,
svp,686,yes,yes,7,yes,admin,3341,entire,no,
svp,687,no,no,0,no,cristia,1034,overview,no,
svp,688,NA,NA,NA,NA,,,404 Not Found,NA,
svp,689,no,no,1,no,johnson,93,overview,no,
svp,690,yes,no,970,no,scott,2653,overview,no,
svp,691,yes,no,2,yes,frank,258,entire,no,
svp,692,NA,NA,NA,NA,,,404 Not Found,NA,
svp,693,NA,NA,NA,NA,,,404 Not Found,NA,
svp,694,no,yes,44,no,bergelson,61,entire,yes,
svp,695,no,yes,44,no,bergelson,61,entire,yes,
svp,696,no,yes,44,no,bergelson,61,entire,yes,
svp,697,no,no,1,no,johnson,93,entire,no,
svp,698,NA,NA,NA,NA,,,404 Not Found,NA,
svp,699,no,no,451,no,kyriakou,1400,overview,no,
kmj,700,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,701,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,702,yes,yes,7,no,johnson,93,overview,no,
kmj,703,no,no,54,no,lillard,318,overview,no,
kmj,704,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,705,yes,yes,1,no,"smith, yu","161, 20",overview,no,
kmj,706,no,yes,112,no,lillard,318,overview,no,
kmj,707,yes,yes,6,yes,"ossmy, adolph","1526, 5",entire,yes,
kmj,708,yes,no,14,no,"blair, woudstra","1254, 1322",overview,no,
kmj,709,yes,yes,50,yes,"hirsh-pasek, golinkoff, oakes, barr, saffran, lakusta, admin, ICIS","546, 296, 538, 104, 274, 590, 3341, 2127",entire,no,
kmj,710,no,no,15,no,cordes,798,entire,no,
kmj,711,yes,yes,2,no,"jirout, evans ","1197, 8647",entire,no,
kmj,712,yes,no,199,no,lillard,318,overview,no,
kmj,713,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,714,no,no,27,no,"johnson, frank, struhl, bergmann","93, 258, 1157, 726 ",overview,no,
kmj,715,no,no,28,no,yurovksky ,3037,overview,no,
kmj,716,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,717,yes,yes,416,no,"srinivasan, foushee","1515, 1001",overview,no,
kmj,718,yes,yes,83,no,lillard,318,overview,no,
kmj,719,no,no,32,no,palmquist,2945,overview,no,
kmj,720,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,721,no,yes,1,no,"aschersleben, krieger","2746, 4067",entire,no,
kmj,722,no,yes,1,no,johnson,93,overview,no,
kmj,723,yes,yes,15,no,kaufman,440,overview,no,
kmj,724,yes,yes,13,no,"adolph, Tamis-LeMonda, gilmore, soska ","5, 11, 6, 406",overview,no,
kmj,725,no,yes,29,no,soley ,3967,entire,no,
kmj,726,yes,yes,143,no,"thompson goldstein, stutesman","3152, 531, 5678",overview,no,
kmj,727,no,yes,25,no,hannon,3087,overview,no,
kmj,728,no,yes,18,no,cristia,1034,overview,no,
kmj,729,yes,yes,260,no,"lillard, jirout ","318, 1197",entire,no,
svp,730,no,no,129,no,lillard,318,overview,no,
svp,731,NA,NA,NA,NA,,,404 Not Found,NA,
svp,732,NA,NA,NA,NA,,,404 Not Found,NA,
svp,733,no,no,7,no,palmquist,2945,overview,no,
svp,734,no,no,40,no,plamquist,2945,overview,no,
svp,735,yes,no,1,no,adolph,5,entire,no,
svp,736,no,no,17,no,bonawitz,2173,entire,no,
svp,737,NA,NA,NA,NA,,,404 Not Found,NA,
svp,738,yes,no,7,no,alba,2479,overview,no,
svp,739,yes,yes,602,no,robinovitch,2693,entire,no,
svp,740,no,no,41,no,beier,594,overview,no,
svp,741,NA,NA,NA,NA,,,404 Not Found,NA,
svp,742,NA,NA,NA,NA,,,404 Not Found,NA,
svp,743,NA,NA,NA,NA,,,404 Not Found,NA,
svp,744,no,no,23,no,jaswal,1117,overview,no,
svp,745,no,no,16,no,jaswal,1117,overview,no,
svp,746,no,no,24,no,jaswal,1117,overview,no,
svp,747,no,no,1,no,jaswal,1117,overview,no,
svp,748,no,no,16,no,jaswal,1117,overview,no,
svp,749,NA,NA,NA,NA,,,404 Not Found,NA,
svp,750,no,no,19,no,jaswal,1117,overview,no,
svp,751,no,no,25,no,jaswal,1117,overview,no,
svp,752,no,no,16,no,jaswal,1117,overview,no,
svp,753,no,no,33,no,jaswal,1117,overview,no,
svp,754,no,no,17,no,jaswal,1117,overview,no,
svp,755,no,no,41,no,jaswal,1117,overview,no,
svp,756,no,no,231,no,beier,594,overview,no,
svp,757,no,no,270,no,jaswal,1117,overview,no,
svp,758,no,no,113,no,needham,118,overview,no,
svp,759,NA,NA,NA,NA,,,404 Not Found,NA,
svp,760,NA,NA,NA,NA,,,404 Not Found,NA,
svp,761,no,no,21,no,adolph,5,overview,no,
svp,762,yes,no,5,no,mcdermott,1704,entire,no,
svp,763,NA,NA,NA,NA,,,404 Not Found,NA,
svp,764,no,no,140,no,beier,594,overview,no,
svp,765,yes,no,1,no,jirout,1197,overview,no,
svp,766,no,no,4,no,noles,1699,overview,no,
svp,767,NA,NA,NA,NA,,,404 Not Found,NA,
svp,768,no,no,1,no,noles,1699,overview,no,
kmj,769,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,770,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,771,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,772,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,773,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,774,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,775,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,776,yes,yes,14,no,iverson,334,overview,no,
kmj,777,yes,yes,2233,no,prado,4458,overview,no,
kmj,778,yes,yes,839,yes,"casasola, Tamis Le-Monda, suh, ransom ","650, 11, 2578. 4065",entire,no,
kmj,779,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,780,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,781,no,no,6,no,"gilmore, seisler","6, 437",entire,no,
kmj,782,no,no,0,no,srinivasan,1515,overview,no,
kmj,783,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,784,yes,no,0,no,"lee, bai ","384, 4603",overview,no,
kmj,785,yes,yes,1,no,paulus,959,entire,yes,
kmj,786,no,no,30,no,palmquist ,2945,overview,no,
kmj,787,no,no,16,no,palmquist ,2945,overview,no,
kmj,788,no,no,22,no,palmquist ,2945,overview,no,
kmj,789,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,790,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,791,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,792,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,793,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,794,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,795,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,796,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,797,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,798,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,799,NA,NA,NA,NA,,,404 Not Found,NA,
kmj,800,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,801,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,802,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,803,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,804,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,805,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,806,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,807,no,no,1,no,johnson,93,entire,no,
mhb,808,no,no,136,no,vishton,60,overview,no,
mhb,809,no,no,0,no,jirout,1197,overview,no,
mhb,810,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,811,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,812,no,no,7,no,vishton,60,overview,no,
mhb,813,no,no,0,no,xu,2921,overview,no,
mhb,814,no,no,45,no,palmquist,2945,overview,no,
mhb,815,yes,yes,6,no,casasola,650,entire,no,
mhb,816,no,no,1,no,casasola,650,overview,no,
mhb,817,no,no,13,no,vishton,60,overview,no,
mhb,818,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,819,yes,no,6,no,nelson,4577,entire,yes,
mhb,820,no,no,508,no,ellwood-lowe,3034,overview,no,
mhb,821,yes,yes,55,no,adolph,5,overview,no,
mhb,822,yes,no,5,no,noles,1699,entire,no,
mhb,823,no,no,76,no,lillard,318,entire,no,
mhb,824,no,no,0,no,admin,3341,overview,no,
mhb,825,yes,no,2,no,miller,3812,overview,no,
mhb,826,yes,no,4,no,adolph,5,entire,no,
mhb,827,no,no,225,no,adolph,5,overview,no,
mhb,828,no,yes,15,no,gredebäck,4546,entire,no,
mhb,829,no,no,289,no,elimaliah,5252,overview,no,
mhb,830,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,831,yes,yes,37,no,mandalaywala,357,overview,no,
mhb,832,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,833,yes,no,161,no,booth,1977,overview,no,
mhb,834,yes,yes,4,no,foster-hanson,3121,entire,no,
mhb,835,no,no,74,no,adolph,5,overview,no,
mhb,836,yes,yes,2,no,foster-hanson,3121,overview,no,
mhb,837,no,no,110,no,kanumuru,3989,entire,no,
mhb,838,no,no,26,no,fabricius,288,overview,no,
mhb,839,no,no,55,no,fabricius,288,overview,no,
mhb,840,no,no,0,no,srinivasan,1515,overview,no,"labeled ""title"""
mhb,841,no,no,32,no,srinivasan,1515,overview,no,
mhb,842,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,843,no,no,0,no,srinivasan,1515,overview,no,
mhb,844,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,845,no,no,9,no,gladstone,4142,overview,no,
mhb,846,no,no,17,no,gladstone,4142,overview,no,same title as previous
mhb,847,no,no,74,no,lagenhoff,5025,overview,no,
mhb,848,no,no,76,no,beier,594,overview,no,
mhb,849,no,no,154,no,beier,594,overview,no,
mhb,850,no,no,74,no,beier,594,overview,no,
mhb,851,no,no,104,no,beier,594,overview,no,
mhb,852,no,no,109,no,beier,594,overview,no,
mhb,853,no,no,117,no,beier,594,overview,no,
mhb,854,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,855,no,no,17,no,palmquist,2945,overview,no,
mhb,856,no,no,73,no,beier,594,overview,no,
mhb,857,no,no,1,no,froemke,4605,overview,no,
mhb,858,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,859,no,no,0,no,lombardi,4945,overview,no,
mhb,860,no,yes,698,no,nez,4291,overview,no,
mhb,861,no,no,88,no,beier,594,overview,no,
mhb,862,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,863,no,no,97,no,beier,594,overview,no,
mhb,864,no,no,0,no,gladstone,4142,overview,no,
mhb,865,no,no,0,no,gladstone,4142,overview,no,
mhb,866,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,867,no,no,15,no,beier,594,overview,no,
mhb,868,no,no,184,no,adolph,5,overview,no,
mhb,869,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,870,no,no,23610,no,berger,2382,overview,no,
mhb,871,no,no,1,no,froemke,4605,overview,no,
mhb,872,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,873,no,no,68,no,fausey,126,entire,no,
mhb,874,yes,yes,483,no,scherf,252,entire,no,
mhb,875,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,876,yes,yes,116,yes,adolph,5,entire,no,
mhb,877,no,no,12,no,vishton,60,overview,no,
mhb,878,no,no,32,no,vishton,60,overview,no,
mhb,879,no,no,22,no,vishton,60,overview,no,
mhb,880,yes,no,9,no,gilmore,6,overview,yes,
mhb,881,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,882,no,no,50,no,beier,594,overview,no,
mhb,883,no,no,2,no,rhodes,277,overview,no,
mhb,884,yes,yes,330,no,scherf,252,entire,yes,
mhb,885,no,no,17,no,vishton,60,overview,no,
mhb,886,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,887,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,888,no,no,116,no,berger,2382,overview,no,
mhb,889,no,no,2,no,vishton,60,overview,no,
mhb,890,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,891,yes,yes,96,no,tincoff,4000,overview,no,
mhb,892,no,no,7,no,lillard,318,overview,no,
mhb,893,no,yes,9,no,frankenhuis,5325,entire,yes,
mhb,894,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,895,no,no,59,no,beier,594,overview,no,
mhb,896,yes,yes,52,no,lew-williams,1371,entire,no,
mhb,897,yes,yes,236,no,adolph,5,entire,yes,
mhb,898,no,no,0,no,henderson,4687,overview,no,
mhb,899,NA,NA,NA,NA,,,404 Not Found,NA,
mhb,900,yes,no,12,no,arunachalam,4685,overview,no,
kzm,901,yes,no,40,no,Arunachalam,4685,overview,no,
kzm,902,NA,NA,NA,NA,,,404 Not Found,NA,
kzm,903,no,no,13,no,Seisler,437,entire,no,
dbw,904,no,no,72,no,Lillar,318,overview,no,
dbw,905,no,no,10,no,Lillar,318,overview,no,
dbw,906,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,907,no,no,2,no,Frog,5415,entire,no,
dbw,908,no,no,1,no,Frog,5415,overview,no,
dbw,909,no,no,37,no,Casasola,650,overview,no,
dbw,910, no,no,111,no,Raver,368,overview,no,
dbw,911,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,912,no,no,34,no,Srinivasan,1515,overview,no,
dbw,913,no,no,12,no,Casasola,650,overview,no,
dbw,914,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,915,no,no,1,no,de Marchena ,2587,overview,no,
dbw,916,no,no,no,no,de Marchena ,2587,overview,no,
dbw,917,no,no,1,no,de Marchena ,2587,overview,,
dbw,918,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,919,yes,no,NA,NA,swiggum,5259,overview,NA,
dbw,920,NA,NA,NA,NA,,,404 Not Found,NA,
kzm,921,no,no,34,no,Fabricius,288,overview,no,
kzm,922,no,yes,4,no,Lillard,318,entire,no,
kzm,923,no,no,65,no,Palmquist,2945,overview,no,
kzm,924,yes,no,8,no,Palmquist,2945,overview,no,
kzm,925,no,no,17,no,Fabricius,288,overview,no,
kzm,926,yes,no,0,no,Fabricius,288,overview,no,
kzm,927,yes,yes,1,no,Goksun,1216,overview,yes,
kzm,928,no,no,46,no,Needham,118,overview,no,
kzm,929,yes,yes,13,no,Gilmore,6,overview,no,
kzm,930,NA,NA,NA,NA,,,404 Not Found,NA,
kzm,931,yes,no,67,no,Brooke de Marchena,2587,overview,no,
dbw,932,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,933,yes,no,34,no,palmquist,2945,overview,no,
dbw,934,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,935,no,no,1,no,palmquist ,2945,overview,no,
dbw,936,NA,NA,NA,NA,,,404 Not Found,no,
dbw,937,yes,no,6,no,caasola,650,entire,no,
dbw,938,yes,no,19,no,lowe,3034,overview,no,
dbw,939,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,940,yes,no,NA,no,Goldtein,531,overview,no,
dbw,941,no,yes,8,no,Louise West,600,entire,,
dbw,942,no,no,37,no,palmquist,2945,overview,no,
dbw,943,yes,yes,30,no,Hoch,412,entire,yes,
dbw,944,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,945,yes,yes,31,no,Adolph,5,overview,no,
dbw,946,NA,NA,NA,NA,,,404 Not Found,NA,
dbw,947,yes,no,1,no,Edgar,96,overview,no,
dbw,948,no,no,52,no,palmquist ,2945,overview,no,
dbw,949,no,yes,23,no,pesek,546,overview,no,
dbw,950,yes,yes,96,no,weisberg ,562,entire,yes,
,951,,,,,,,,,
,952,,,,,,,,,
,953,,,,,,,,,
,954,,,,,,,,,
,955,,,,,,,,,
,956,,,,,,,,,
,957,,,,,,,,,
,958,,,,,,,,,
,959,,,,,,,,,
,960,,,,,,,,,
,961,,,,,,,,,
,962,,,,,,,,,
,963,,,,,,,,,
,964,,,,,,,,,
,965,,,,,,,,,
,966,,,,,,,,,
,967,,,,,,,,,
,968,,,,,,,,,
,969,,,,,,,,,
,970,,,,,,,,,
,971,,,,,,,,,
,972,,,,,,,,,
,973,,,,,,,,,
,974,,,,,,,,,
,975,,,,,,,,,
,976,,,,,,,,,
,977,,,,,,,,,
,978,,,,,,,,,
,979,,,,,,,,,
,980,,,,,,,,,
,981,,,,,,,,,
,982,,,,,,,,,
,983,,,,,,,,,
,984,,,,,,,,,
,985,,,,,,,,,
,986,,,,,,,,,
,987,,,,,,,,,
,988,,,,,,,,,
,989,,,,,,,,,
,990,,,,,,,,,
,991,,,,,,,,,
,992,,,,,,,,,
,993,,,,,,,,,
,994,,,,,,,,,
,995,,,,,,,,,
,996,,,,,,,,,
,997,,,,,,,,,
,998,,,,,,,,,
,999,,,,,,,,,
,1000,,,,,,,,,
,1001,,,,,,,,,
,1002,,,,,,,,,
,1003,,,,,,,,,
,1004,,,,,,,,,
,1005,,,,,,,,,
rog,1006,yes,yes,3,no,,,entire,no,
,1007,,,,,,,,,
,1008,,,,,,,,,
,1009,,,,,,,,,
,1010,,,,,,,,,
,1011,,,,,,,,,
,1012,,,,,,,,,
,1013,,,,,,,,,
,1014,,,,,,,,,
,1015,,,,,,,,,
,1016,,,,,,,,,
,1017,,,,,,,,,
,1018,,,,,,,,,
,1019,,,,,,,,,
,1020,,,,,,,,,
,1021,,,,,,,,,
,1022,,,,,,,,,
,1023,,,,,,,,,
,1024,,,,,,,,,
,1025,,,,,,,,,
,1026,,,,,,,,,
,1027,,,,,,,,,
,1028,,,,,,,,,
,1029,,,,,,,,,
,1030,,,,,,,,,
,1031,,,,,,,,,
,1032,,,,,,,,,
,1033,,,,,,,,,
,1034,,,,,,,,,
,1035,,,,,,,,,
,1036,,,,,,,,,
,1037,,,,,,,,,
,1038,,,,,,,,,
,1039,,,,,,,,,
,1040,,,,,,,,,
,1041,,,,,,,,,
,1042,,,,,,,,,
,1043,,,,,,,,,
,1044,,,,,,,,,
,1045,,,,,,,,,
,1046,,,,,,,,,
,1047,,,,,,,,,
,1048,,,,,,,,,
,1049,,,,,,,,,
,1050,,,,,,,,,
,1051,,,,,,,,,
,1052,,,,,,,,,
,1053,,,,,,,,,
,1054,,,,,,,,,
,1055,,,,,,,,,
,1056,,,,,,,,,
,1057,,,,,,,,,
,1058,,,,,,,,,
,1059,,,,,,,,,
,1060,,,,,,,,,
,1061,,,,,,,,,
,1062,,,,,,,,,
,1063,,,,,,,,,
,1064,,,,,,,,,
,1065,,,,,,,,,
,1066,,,,,,,,,
,1067,,,,,,,,,
,1068,,,,,,,,,
,1069,,,,,,,,,
,1070,,,,,,,,,
,1071,,,,,,,,,
,1072,,,,,,,,,
,1073,,,,,,,,,
,1074,,,,,,,,,
,1075,,,,,,,,,
,1076,,,,,,,,,
,1077,,,,,,,,,
,1078,,,,,,,,,
,1079,,,,,,,,,
,1080,,,,,,,,,
,1081,,,,,,,,,
,1082,,,,,,,,,
,1083,,,,,,,,,
,1084,,,,,,,,,
,1085,,,,,,,,,
,1086,,,,,,,,,
,1087,,,,,,,,,
,1088,,,,,,,,,
,1089,,,,,,,,,
,1090,,,,,,,,,
,1091,,,,,,,,,
,1092,,,,,,,,,
,1093,,,,,,,,,
,1094,,,,,,,,,
,1095,,,,,,,,,
,1096,,,,,,,,,
,1097,,,,,,,,,
,1098,,,,,,,,,
,1099,,,,,,,,,
,1100,,,,,,,,,
,1101,,,,,,,,,
,1102,,,,,,,,,
,1103,,,,,,,,,
,1104,,,,,,,,,
,1105,,,,,,,,,
,1106,,,,,,,,,
,1107,,,,,,,,,
,1108,,,,,,,,,
,1109,,,,,,,,,
,1110,,,,,,,,,
,1111,,,,,,,,,
,1112,,,,,,,,,
,1113,,,,,,,,,
,1114,,,,,,,,,
,1115,,,,,,,,,
,1116,,,,,,,,,
,1117,,,,,,,,,
,1118,,,,,,,,,
,1119,,,,,,,,,
,1120,,,,,,,,,
,1121,,,,,,,,,
,1122,,,,,,,,,
,1123,,,,,,,,,
,1124,,,,,,,,,
,1125,,,,,,,,,
,1126,,,,,,,,,
,1127,,,,,,,,,
,1128,,,,,,,,,
,1129,,,,,,,,,
,1130,,,,,,,,,
,1131,,,,,,,,,
,1132,,,,,,,,,
,1133,,,,,,,,,
,1134,,,,,,,,,
,1135,,,,,,,,,
,1136,,,,,,,,,
,1137,,,,,,,,,
,1138,,,,,,,,,
,1139,,,,,,,,,
,1140,,,,,,,,,
,1141,,,,,,,,,
,1142,,,,,,,,,
,1143,,,,,,,,,
,1144,,,,,,,,,
,1145,,,,,,,,,
,1146,,,,,,,,,
,1147,,,,,,,,,
,1148,,,,,,,,,
,1149,,,,,,,,,
,1150,,,,,,,,,
,1151,,,,,,,,,
,1152,,,,,,,,,
,1153,,,,,,,,,
,1154,,,,,,,,,
,1155,,,,,,,,,
,1156,,,,,,,,,
,1157,,,,,,,,,
,1158,,,,,,,,,
,1159,,,,,,,,,
,1160,,,,,,,,,
,1161,,,,,,,,,
,1162,,,,,,,,,
,1163,,,,,,,,,
,1164,,,,,,,,,
,1165,,,,,,,,,
,1166,,,,,,,,,
,1167,,,,,,,,,
,1168,,,,,,,,,
,1169,,,,,,,,,
,1170,,,,,,,,,
,1171,,,,,,,,,
,1172,,,,,,,,,
,1173,,,,,,,,,
,1174,,,,,,,,,
,1175,,,,,,,,,
,1176,,,,,,,,,
,1177,,,,,,,,,
,1178,,,,,,,,,
,1179,,,,,,,,,
,1180,,,,,,,,,
,1181,,,,,,,,,
,1182,,,,,,,,,
,1183,,,,,,,,,
,1184,,,,,,,,,
,1185,,,,,,,,,
,1186,,,,,,,,,
,1187,,,,,,,,,
,1188,,,,,,,,,
,1189,,,,,,,,,
,1190,,,,,,,,,
,1191,,,,,,,,,
,1192,,,,,,,,,
,1193,,,,,,,,,
,1194,,,,,,,,,
,1195,,,,,,,,,
,1196,,,,,,,,,
,1197,,,,,,,,,
,1198,,,,,,,,,
,1199,,,,,,,,,
,1200,,,,,,,,,
,1201,,,,,,,,,
,1202,,,,,,,,,
,1203,,,,,,,,,
,1204,,,,,,,,,
,1205,,,,,,,,,
,1206,,,,,,,,,
,1207,,,,,,,,,
,1208,,,,,,,,,
,1209,,,,,,,,,
,1210,,,,,,,,,
,1211,,,,,,,,,
,1212,,,,,,,,,
,1213,,,,,,,,,
,1214,,,,,,,,,
,1215,,,,,,,,,
,1216,,,,,,,,,
,1217,,,,,,,,,
,1218,,,,,,,,,
,1219,,,,,,,,,
,1220,,,,,,,,,
,1221,,,,,,,,,
,1222,,,,,,,,,
,1223,,,,,,,,,
,1224,,,,,,,,,
,1225,,,,,,,,,
,1226,,,,,,,,,
,1227,,,,,,,,,
,1228,,,,,,,,,
,1229,,,,,,,,,
,1230,,,,,,,,,
,1231,,,,,,,,,
,1232,,,,,,,,,
,1233,,,,,,,,,
,1234,,,,,,,,,
,1235,,,,,,,,,
,1236,,,,,,,,,
,1237,,,,,,,,,
,1238,,,,,,,,,
,1239,,,,,,,,,
,1240,,,,,,,,,
,1241,,,,,,,,,
,1242,,,,,,,,,
,1243,,,,,,,,,
,1244,,,,,,,,,
,1245,,,,,,,,,
,1246,,,,,,,,,
,1247,,,,,,,,,
,1248,,,,,,,,,
,1249,,,,,,,,,
,1250,,,,,,,,,
,1251,,,,,,,,,
,1252,,,,,,,,,
,1253,,,,,,,,,
,1254,,,,,,,,,
,1255,,,,,,,,,
,1256,,,,,,,,,
,1257,,,,,,,,,
,1258,,,,,,,,,
,1259,,,,,,,,,
,1260,,,,,,,,,
,1261,,,,,,,,,
,1262,,,,,,,,,
,1263,,,,,,,,,
,1264,,,,,,,,,
,1265,,,,,,,,,
,1266,,,,,,,,,
,1267,,,,,,,,,
,1268,,,,,,,,,
,1269,,,,,,,,,
,1270,,,,,,,,,
,1271,,,,,,,,,
,1272,,,,,,,,,
,1273,,,,,,,,,
,1274,,,,,,,,,
,1275,,,,,,,,,
,1276,,,,,,,,,
,1277,,,,,,,,,
,1278,,,,,,,,,
,1279,,,,,,,,,
,1280,,,,,,,,,
,1281,,,,,,,,,
,1282,,,,,,,,,
,1283,,,,,,,,,
,1284,,,,,,,,,
,1285,,,,,,,,,
,1286,,,,,,,,,
,1287,,,,,,,,,
,1288,,,,,,,,,
,1289,,,,,,,,,
,1290,,,,,,,,,
,1291,,,,,,,,,
,1292,,,,,,,,,
